pp_acc,fips_code,pp_std_cc,county,jurisdiction_type,coder,pp_acc_cc,make,vbm_acc,pp_acc_pc,source,state,other,pp_std_pc,ev_acc,abs_ballots,division,equip_type,date_obtained,population,all_vbm,ev_std,pp_std,prov_ballots,model
,0101300000,,Butler County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","20,154",,,TRUE,TRUE,DS200
TRUE,0101300000,,Butler County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","20,154",,,,,AutoMARK
,0101500000,,Calhoun County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","115,620",,,TRUE,TRUE,DS200
TRUE,0101500000,,Calhoun County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","115,620",,,,,AutoMARK
,0101700000,,Chambers County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","34,123",,,TRUE,TRUE,Model 100
TRUE,0101700000,,Chambers County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","34,123",,,,,AutoMARK
,0101900000,,Cherokee County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","25,859",,,TRUE,TRUE,DS200
TRUE,0101900000,,Cherokee County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","25,859",,,,,AutoMARK
,0102100000,,Chilton County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","43,943",,,TRUE,TRUE,DS200
TRUE,0102100000,,Chilton County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","43,943",,,,,AutoMARK
,0102300000,,Choctaw County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","13,170",,,TRUE,TRUE,Model 100
TRUE,0102300000,,Choctaw County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","13,170",,,,,AutoMARK
,0102500000,,Clarke County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","24,675",,,TRUE,TRUE,DS200
TRUE,0102500000,,Clarke County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","24,675",,,,,AutoMARK
,0102700000,,Clay County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","13,555",,,TRUE,TRUE,Model 100
TRUE,0102700000,,Clay County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","13,555",,,,,AutoMARK
,0102900000,,Cleburne County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","15,018",,,TRUE,TRUE,DS200
TRUE,0102900000,,Cleburne County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","15,018",,,,,AutoMARK
,0103100000,,Coffee County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","51,211",,,TRUE,TRUE,DS200
TRUE,0103100000,,Coffee County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","51,211",,,,,AutoMARK
,0103300000,,Colbert County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","54,354",,,TRUE,TRUE,DS200
TRUE,0103300000,,Colbert County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","54,354",,,,,AutoMARK
,0103500000,,Conecuh County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","12,672",,,TRUE,TRUE,DS200
TRUE,0103500000,,Conecuh County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","12,672",,,,,AutoMARK
,0103700000,,Coosa County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","10,724",,,TRUE,TRUE,DS200
TRUE,0103700000,,Coosa County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","10,724",,,,,AutoMARK
,0103900000,,Covington County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","37,835",,,TRUE,TRUE,DS200
TRUE,0103900000,,Covington County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","37,835",,,,,AutoMARK
,0104100000,,Crenshaw County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","13,963",,,TRUE,TRUE,DS200
TRUE,0104100000,,Crenshaw County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","13,963",,,,,AutoMARK
,0104300000,,Cullman County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","82,005",,,TRUE,TRUE,DS200
TRUE,0104300000,,Cullman County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","82,005",,,,,AutoMARK
,0104500000,,Dale County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","49,565",,,TRUE,TRUE,DS200
TRUE,0104500000,,Dale County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","49,565",,,,,AutoMARK
,0104700000,,Dallas County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","41,131",,,TRUE,TRUE,DS200
TRUE,0104700000,,Dallas County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","41,131",,,,,AutoMARK
,0105100000,,Elmore County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","81,468",,,TRUE,TRUE,DS200
TRUE,0105100000,,Elmore County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","81,468",,,,,AutoMARK
,0105300000,,Escambia County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","37,789",,,TRUE,TRUE,DS200
TRUE,0105300000,,Escambia County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","37,789",,,,,AutoMARK
,0105500000,,Etowah County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","103,057",,,TRUE,TRUE,DS200
TRUE,0105500000,,Etowah County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","103,057",,,,,AutoMARK
,0105700000,,Fayette County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","16,759",,,TRUE,TRUE,DS200
TRUE,0105700000,,Fayette County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","16,759",,,,,AutoMARK
,0105900000,,Franklin County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","31,696",,,TRUE,TRUE,DS200
TRUE,0105900000,,Franklin County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","31,696",,,,,AutoMARK
,0106100000,,Geneva County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","26,777",,,TRUE,TRUE,DS200
TRUE,0106100000,,Geneva County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","26,777",,,,,AutoMARK
,0106300000,,Greene County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","8,479",,,TRUE,TRUE,DS200
TRUE,0106300000,,Greene County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","8,479",,,,,AutoMARK
,0106500000,,Hale County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","15,068",,,TRUE,TRUE,DS200
TRUE,0106500000,,Hale County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","15,068",,,,,AutoMARK
,0106700000,,Henry County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","17,221",,,TRUE,TRUE,DS200
TRUE,0106700000,,Henry County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","17,221",,,,,AutoMARK
,0106900000,,Houston County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","104,173",,,TRUE,TRUE,DS200
TRUE,0106900000,,Houston County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","104,173",,,,,AutoMARK
,0107100000,,Jackson County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","52,419",,,TRUE,TRUE,DS200
TRUE,0107100000,,Jackson County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","52,419",,,,,AutoMARK
,0107300000,,Jefferson County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","660,367",,,TRUE,TRUE,Model 100
TRUE,0107300000,,Jefferson County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","660,367",,,,,AutoMARK
,0107500000,,Lamar County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","13,886",,,TRUE,TRUE,Model 100
TRUE,0107500000,,Lamar County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","13,886",,,,,AutoMARK
,0107700000,,Lauderdale County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","92,596",,,TRUE,TRUE,DS200
TRUE,0107700000,,Lauderdale County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","92,596",,,,,AutoMARK
,0107900000,,Lawrence County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","33,115",,,TRUE,TRUE,DS200
TRUE,0107900000,,Lawrence County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","33,115",,,,,AutoMARK
,0108100000,,Lee County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","156,993",,,TRUE,TRUE,DS200
TRUE,0108100000,,Lee County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","156,993",,,,,AutoMARK
,0108300000,,Limestone County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","91,663",,,TRUE,TRUE,DS200
TRUE,0108300000,,Limestone County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","91,663",,,,,AutoMARK
,0108500000,,Lowndes County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","10,458",,,TRUE,TRUE,DS200
TRUE,0108500000,,Lowndes County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","10,458",,,,,AutoMARK
,0108700000,,Macon County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","19,105",,,TRUE,TRUE,DS200
TRUE,0108700000,,Macon County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","19,105",,,,,AutoMARK
,0108900000,,Madison County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","353,089",,,TRUE,TRUE,DS200
TRUE,0108900000,,Madison County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","353,089",,,,,AutoMARK
,0109100000,,Marengo County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","20,028",,,TRUE,TRUE,DS200
TRUE,0109100000,,Marengo County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","20,028",,,,,AutoMARK
,0109300000,,Marion County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","30,168",,,TRUE,TRUE,DS200
TRUE,0109300000,,Marion County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","30,168",,,,,AutoMARK
,0109500000,,Marshall County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","94,725",,,TRUE,TRUE,DS200
TRUE,0109500000,,Marshall County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","94,725",,,,,AutoMARK
,0109700000,,Mobile County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","415,395",,,TRUE,TRUE,Model 100
TRUE,0109700000,,Mobile County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","415,395",,,,,AutoMARK
,0109900000,,Monroe County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","21,673",,,TRUE,TRUE,DS200
TRUE,0109900000,,Monroe County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","21,673",,,,,AutoMARK
,0110100000,,Montgomery County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","226,519",,,TRUE,TRUE,Model 100
TRUE,0110100000,,Montgomery County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","226,519",,,,,AutoMARK
,0110300000,,Morgan County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","119,565",,,TRUE,TRUE,DS200
TRUE,0110300000,,Morgan County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","119,565",,,,,AutoMARK
,0110500000,,Perry County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","9,652",,,TRUE,TRUE,DS200
TRUE,0110500000,,Perry County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","9,652",,,,,AutoMARK
,0110700000,,Pickens County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","20,864",,,TRUE,TRUE,Model 100
TRUE,0110700000,,Pickens County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","20,864",,,,,AutoMARK
,0110900000,,Pike County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","33,046",,,TRUE,TRUE,DS200
TRUE,0110900000,,Pike County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","33,046",,,,,AutoMARK
,0111100000,,Randolph County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","22,696",,,TRUE,TRUE,Model 100
TRUE,0111100000,,Randolph County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","22,696",,,,,AutoMARK
,0111300000,,Russell County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","59,660",,,TRUE,TRUE,DS200
TRUE,0111300000,,Russell County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","59,660",,,,,AutoMARK
,0111500000,,St. Clair County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","87,074",,,TRUE,TRUE,DS200
TRUE,0111500000,,St. Clair County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","87,074",,,,,AutoMARK
,0111700000,,Shelby County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","208,713",,,TRUE,TRUE,DS200
TRUE,0111700000,,Shelby County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","208,713",,,,,AutoMARK
,0111900000,,Sumter County,County,Warren Stewart,,Election Systems & Software,,,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,TRUE,,TRUE,,Optical Scan,"June 30, 2015","13,103",,,TRUE,TRUE,Model 100
TRUE,0111900000,,Sumter County,County,Warren Stewart,,Election Systems & Software,,TRUE,http://www.eac.gov/research/election_administration_and_voting_survey.aspx,AL,,,,,,Ballot Marking Device or System,"June 30, 2015","13,103",,,,,AutoMARK
